1.000000000000000000e+00,5.000000000000000000e+00
1.248120300751879741e+00,1.438500358961450765e+01
1.496240601503759482e+00,2.206263995565553415e+01
1.744360902255639001e+00,2.855954353257185119e+01
1.992481203007518742e+00,3.419093771454789987e+01
2.240601503759398483e+00,3.916055075314401535e+01
2.488721804511278002e+00,4.360769439884170140e+01
2.736842105263157521e+00,4.763184991149208258e+01
2.984962406015037484e+00,5.130653941511284444e+01
3.233082706766917003e+00,5.468763942471881734e+01
3.481203007518796966e+00,5.781861162995956249e+01
3.729323308270676485e+00,6.073392846350338203e+01
3.977443609022556004e+00,6.346139302913972813e+01
4.225563909774436411e+00,6.602375577369258508e+01
4.473684210526315042e+00,6.843986916424270817e+01
4.721804511278195449e+00,7.072553027008575555e+01
4.969924812030074968e+00,7.289410730555904649e+01
5.218045112781954487e+00,7.495701337505748540e+01
5.466165413533834005e+00,7.692407006446531170e+01
5.714285714285714413e+00,7.880379025308627661e+01
5.962406015037593932e+00,8.060360076917548611e+01
6.210526315789473450e+00,8.233001961944638936e+01
6.458646616541352969e+00,8.398879847925523734e+01
6.706766917293232488e+00,8.558503830738111162e+01
6.954887218045112007e+00,8.712328394776480422e+01
7.203007518796992414e+00,8.860760214086720055e+01
7.451127819548871933e+00,9.004164631802346719e+01
7.699248120300751452e+00,9.142871077809078884e+01
7.947368421052630971e+00,9.277177626818317435e+01
8.195488721804510490e+00,9.407354855491992396e+01
8.443609022556390897e+00,9.533649124120124441e+01
8.691729323308269528e+00,9.656285382894887448e+01
8.939849624060149935e+00,9.775469583103154037e+01
9.187969924812030342e+00,9.891390758159631957e+01
9.436090225563908973e+00,1.000422282728721655e+02
9.684210526315789380e+00,1.011412616505289748e+02
9.932330827067668011e+00,1.022124897231255289e+02
1.018045112781954842e+01,1.032572847797488720e+02
1.042857142857142883e+01,1.042769199603544052e+02
1.067669172932330746e+01,1.052725785830571255e+02
1.092481203007518786e+01,1.062453623997662220e+02
1.117293233082706649e+01,1.071962989246033686e+02
1.142105263157894690e+01,1.081263479573307933e+02
1.166917293233082731e+01,1.090364074056206647e+02
1.191729323308270594e+01,1.099273184947017228e+02
1.216541353383458635e+01,1.107998704401438488e+02
1.241353383458646498e+01,1.116548046488315009e+02
1.266165413533834538e+01,1.124928185041631110e+02
1.290977443609022401e+01,1.133145687838984799e+02
1.315789473684210442e+01,1.141206747526228185e+02
1.340601503759398483e+01,1.149117209653061877e+02
1.365413533834586346e+01,1.156882598137530920e+02
1.390225563909774387e+01,1.164508138437284970e+02
1.415037593984962250e+01,1.171998778671048314e+02
1.439849624060150290e+01,1.179359208904116656e+02
1.464661654135338331e+01,1.186593878786123071e+02
1.489473684210526194e+01,1.193707013707174553e+02
1.514285714285714235e+01,1.200702629619250388e+02
1.539097744360902098e+01,1.207584546653034181e+02
1.563909774436090139e+01,1.214356401645783592e+02
1.588721804511278179e+01,1.221021659683096772e+02
1.613533834586466043e+01,1.227583624746275035e+02
1.638345864661653906e+01,1.234045449547190429e+02
1.663157894736841769e+01,1.240410144623935338e+02
1.687969924812029987e+01,1.246680586762949616e+02
1.712781954887217850e+01,1.252859526806595625e+02
1.737593984962406068e+01,1.258949596899222882e+02
1.762406015037593932e+01,1.264953317219492845e+02
1.787218045112781795e+01,1.270873102242066892e+02
1.812030075187969658e+01,1.276711266567587870e+02
1.836842105263157876e+01,1.282470030356192012e+02
1.861654135338345739e+01,1.288151524396469654e+02
1.886466165413533602e+01,1.293757794838836332e+02
1.911278195488721821e+01,1.299290807619630641e+02
1.936090225563909684e+01,1.304752452599870765e+02
1.960902255639097547e+01,1.310144547440476686e+02
1.985714285714285765e+01,1.315468841233842170e+02
2.010526315789473628e+01,1.320727017909907488e+02
2.035338345864661491e+01,1.325920699433335130e+02
2.060150375939849354e+01,1.331051448806969404e+02
2.084962406015037573e+01,1.336120772895506263e+02
2.109774436090225436e+01,1.341130125082123641e+02
2.134586466165413299e+01,1.346080907769801911e+02
2.159398496240601517e+01,1.350974474738097229e+02
2.184210526315789380e+01,1.355812133365281795e+02
2.209022556390977243e+01,1.360595146724973006e+02
2.233834586466165462e+01,1.365324735565663730e+02
2.258646616541353325e+01,1.370002080180918540e+02
2.283458646616541188e+01,1.374628322177399866e+02
2.308270676691729051e+01,1.379204566147348032e+02
2.333082706766917269e+01,1.383731881251652567e+02
2.357894736842105132e+01,1.388211302719182072e+02
2.382706766917292995e+01,1.392643833267634079e+02
2.407518796992481214e+01,1.397030444450790014e+02
2.432330827067669077e+01,1.401372077936692335e+02
2.457142857142856940e+01,1.405669646720959634e+02
2.481954887218044803e+01,1.409924036279144843e+02
2.506766917293233021e+01,1.414136105661777947e+02
2.531578947368420884e+01,1.418306688535477633e+02
2.556390977443608747e+01,1.422436594173289848e+02
2.581203007518796966e+01,1.426526608397197435e+02
2.606015037593984829e+01,1.430577494475541869e+02
2.630827067669172692e+01,1.434589993977924962e+02
2.655639097744360910e+01,1.438564827589983963e+02
2.680451127819548773e+01,1.442502695890278233e+02
2.705263157894736636e+01,1.446404280091385601e+02
